account_id,company_name,industry,tier,arr,csm_region,contract_start_date,contract_end_date,churned
de116074-83f8-4c77-ae70-0371b2c9634a,"Gomez, Mendoza and Reid",Finance,enterprise,141596,NA,2023-12-13,2025-12-12,1
dfdf6aa4-25dd-4112-a079-2adbd257721c,Anderson-Booth,Finance,enterprise,284310,EMEA,2023-04-03,2025-04-02,1
39876e87-bf09-43f5-b6d6-44e71d056f16,Thompson-Bennett,Healthcare,starter,6090,EMEA,2024-03-24,2026-03-24,1
bd5af5cf-ce59-41d9-8a92-37a08f3d2c08,Richardson-Harrington,Manufacturing,starter,5142,APAC,2025-05-28,2027-05-28,0
37cff554-9f84-49ee-b088-ada66da4016f,Knight Inc,Healthcare,starter,13759,NA,2025-10-21,2026-10-21,0
dc668a03-65c6-492e-9f42-7ca477ff1f00,Lewis LLC,Finance,growth,73573,NA,2025-11-25,2026-11-25,0
f722db67-651c-40f8-acc6-0bcd7767f247,"Rangel, Hernandez and Lyons",Retail,enterprise,299830,APAC,2025-01-04,2026-01-04,1
468fd0b3-8618-42b1-84a7-bf32f8542c17,Yang-Smith,Manufacturing,starter,14956,NA,2024-01-06,2026-01-05,1
afad30fe-1734-41bf-8a57-5a3ee7a1652d,Adkins Group,Healthcare,enterprise,127057,NA,2025-07-07,2027-07-07,0
344a7f3f-24cd-4ed4-a646-fad20ff64f9a,Short Inc,Technology,enterprise,163365,EMEA,2025-01-17,2026-01-17,1
30240e7d-9a1d-4004-b593-de5812393033,Wilson PLC,Retail,enterprise,245186,EMEA,2024-10-16,2026-10-16,0
280c8e78-921b-437a-83ca-928db4bb167c,Smith-Hancock,Manufacturing,starter,8251,APAC,2023-07-11,2024-07-10,1
24e8e8cc-faa7-4851-b2ff-4ac7e4f294e0,Gardner Ltd,Technology,growth,39246,NA,2024-12-10,2025-12-10,1
213ea11a-4a4b-4939-a7f4-a6472e9210e2,Gregory-Patterson,Manufacturing,enterprise,136532,APAC,2024-06-08,2026-06-08,1
dd89231b-5925-4880-b35e-0e6627650b13,"Larson, Williams and Andrade",Retail,enterprise,282761,APAC,2025-05-19,2027-05-19,0
27e0ac83-40ea-4380-9314-d5740e2aabde,Sullivan PLC,Retail,enterprise,294509,NA,2023-10-04,2025-10-03,1
4f5b2edc-5b24-4fa4-81fe-85e7ab7bbcb0,Hughes-Johnson,Retail,enterprise,227671,EMEA,2025-08-15,2026-08-15,0
9ce5c7da-8f5f-48ad-bba3-0f5af6bcc5fa,Byrd PLC,Finance,growth,74973,APAC,2025-04-10,2026-04-10,1
aa3e03e3-d2d7-44cf-b320-70662403b5f7,Crawford Group,Manufacturing,enterprise,158295,EMEA,2024-12-15,2025-12-15,1
587882aa-3f91-46c0-b628-5b068e88592b,"Hoover, Campbell and Lin",Retail,growth,51629,EMEA,2024-03-16,2025-03-16,1
308522ec-bcd4-46fc-a87d-d7efe3dc8995,Calderon-Pace,Retail,growth,28956,NA,2023-04-24,2024-04-23,1
417e5c81-1323-4555-b8da-7f040f0a3c81,Olsen-Bartlett,Manufacturing,growth,43825,EMEA,2024-12-25,2025-12-25,1
321ef7e8-ae00-45ee-87a1-d934a9095c36,Potter-Turner,Manufacturing,enterprise,83671,NA,2025-02-03,2026-02-03,1
e3032fad-edee-4469-b0ea-ac569376239b,"Sanchez, Mercer and Gallagher",Healthcare,enterprise,140288,APAC,2024-07-12,2026-07-12,0
1bb1eb5a-c03c-48c9-af07-e256e14081db,"Colon, Miller and Hunt",Finance,enterprise,84570,NA,2025-02-10,2027-02-10,0
bffd5afd-1954-4f78-b76d-e0582a9a74f3,Cohen Inc,Retail,starter,6453,APAC,2023-05-17,2025-05-16,1
8caf2022-7a84-440e-bc14-3cf1da4f0acb,"Murray, White and Harding",Healthcare,enterprise,173364,NA,2024-02-22,2025-02-21,1
757e3823-373d-48f7-9dfd-42650d9b553c,Diaz-Martin,Finance,starter,7147,NA,2025-10-01,2027-10-01,0
37989a53-f194-4b46-be61-8371373a0089,Williams and Sons,Healthcare,enterprise,132468,NA,2025-08-11,2026-08-11,0
de672ba3-2c29-4c23-889e-df412fa77cc2,Reeves-Shaw,Finance,starter,6694,EMEA,2024-03-21,2025-03-21,1
d7c67e7a-99d7-4f7f-a3d3-96985ce937af,Ramirez PLC,Retail,starter,10641,NA,2025-10-15,2027-10-15,0
1b306632-26f7-41c7-8a08-0813259f4903,"Allen, Henderson and Williams",Manufacturing,enterprise,188704,EMEA,2025-08-07,2027-08-07,0
7031ace4-2e2e-4be5-a53a-22a169245718,"Harris, Bailey and Herrera",Retail,growth,64034,NA,2025-07-24,2026-07-24,0
dcb5e225-c319-4dde-9dc4-766f205ea56a,Carter and Sons,Retail,starter,11994,NA,2023-09-17,2024-09-16,1
57deb97e-e21c-4290-90d0-4d31bb31496e,"Clements, Bush and Schroeder",Manufacturing,growth,33622,NA,2025-07-12,2027-07-12,0
5a7d5276-6de5-44c7-87fc-c2a7eda2019c,Hayes Ltd,Finance,starter,9944,NA,2023-04-14,2025-04-13,1
595dfffb-8d01-4b9c-bb42-d8e65082f58f,"Rosales, Rowe and Peterson",Manufacturing,starter,11240,EMEA,2024-04-26,2025-04-26,1
8d415a47-01fa-490e-ad9c-9444007f6bc8,Gill Ltd,Finance,enterprise,173212,EMEA,2025-11-25,2027-11-25,0
2706a587-ad83-4619-946e-186d3f52e9d0,Williams Inc,Finance,enterprise,135968,EMEA,2024-10-20,2026-10-20,0
256848b6-e347-49a6-aee7-170a34781e8c,Cook-Bruce,Retail,growth,49071,NA,2025-12-21,2027-12-21,0
9baa88a9-7ad9-440f-83f3-e8f7dbbe1ec1,Wilson-Gates,Finance,starter,5598,APAC,2025-02-28,2026-02-28,1
bd2a73b5-c5f6-4708-abfe-9734fdcaee1f,"Bradford, Fisher and Jones",Manufacturing,starter,12118,EMEA,2025-12-05,2026-12-05,0
ae87da69-9645-4a05-96fb-5f43b280b1e0,"Alvarado, Hoffman and Conner",Technology,enterprise,112299,NA,2025-12-08,2026-12-08,0
2cfd5e71-45bb-4953-b7a6-c9d065ff3091,Davis Group,Healthcare,starter,14003,NA,2024-02-07,2025-02-06,1
4c206644-a901-409c-a2cc-856c303f8e24,Ochoa-Brown,Healthcare,enterprise,187094,EMEA,2024-04-20,2025-04-20,1
0991201d-1323-43db-b83e-59f3660f6d91,Gallagher LLC,Technology,enterprise,136803,EMEA,2023-05-13,2025-05-12,1
ebba2055-6c3a-4588-a230-7e6e16847f3a,Nolan Ltd,Retail,starter,14429,EMEA,2025-09-14,2026-09-14,0
928ecf88-0103-4f5d-922e-fa96d7a6d456,Duffy and Sons,Retail,starter,10653,NA,2025-06-08,2027-06-08,0
8eae3cda-4a08-4593-9db1-3342006b8f06,"Moore, Wilson and Lang",Retail,growth,42160,EMEA,2023-07-01,2024-06-30,1
ba68bf53-70ff-441a-a949-c848e86997b2,Jensen PLC,Manufacturing,growth,47810,APAC,2023-10-27,2025-10-26,1
403153a0-2658-40bb-8e7a-121126eed95b,Reed-Morgan,Manufacturing,enterprise,148943,NA,2023-09-09,2024-09-08,1
2e65d905-a098-4a6b-87fe-74ffaaf38db9,Simpson PLC,Finance,growth,51248,EMEA,2024-07-20,2025-07-20,1
963d6993-3f10-4593-be70-f3af9adcfbf7,Walker and Sons,Retail,growth,63884,APAC,2025-03-07,2026-03-07,1
0c91fcfe-7985-4814-8cf6-e6bf72ff04bf,"Davis, Shaw and Keller",Manufacturing,enterprise,128537,EMEA,2025-10-02,2027-10-02,0
6d6bfd8f-f483-4958-824b-6b914c504eaf,Mendoza-Pratt,Retail,growth,33708,EMEA,2024-08-03,2026-08-03,0
09d74ac0-d720-41cf-9145-0f61b5ada521,"Grant, Dean and Calhoun",Technology,starter,6982,EMEA,2023-04-26,2024-04-25,1
ab929f92-3916-4b2a-a2bf-a25950cb2f26,"Moore, Washington and Larson",Healthcare,starter,14763,NA,2025-03-19,2026-03-19,1
555d0f2a-1902-40ef-95c6-e6615cd4fd3d,Wright-Torres,Finance,growth,50584,APAC,2025-08-23,2026-08-23,0
351d3adc-eb32-47eb-bd40-1ef417e2983e,Harris LLC,Retail,enterprise,153744,APAC,2025-11-03,2027-11-03,0
d7537597-17e7-4804-83df-bd264066f93c,Sampson and Sons,Healthcare,growth,61115,APAC,2024-09-22,2025-09-22,1
b1e51404-ff0d-4774-a620-febd8385a6fe,Holt LLC,Healthcare,starter,14389,APAC,2023-04-22,2024-04-21,1
10156cb0-fe7a-4af6-83e6-9f8e454b52e3,Fisher Inc,Healthcare,enterprise,256917,NA,2023-12-05,2025-12-04,1
aad58934-908f-4d28-81f4-32d4878f1223,Dyer-Kline,Manufacturing,growth,41552,NA,2025-06-09,2026-06-09,1
90275646-59bf-435d-9a94-d60f58d2415b,Fox-Hanson,Manufacturing,growth,72301,NA,2024-10-28,2025-10-28,1
13947b4a-d21b-4985-bdae-e97f4973cdf4,Perry-Thompson,Technology,growth,74341,APAC,2023-06-09,2024-06-08,1
a03355b8-fd67-4654-b916-8be635e9b049,Mccoy Inc,Retail,enterprise,143955,APAC,2025-04-25,2026-04-25,1
9ebf9089-4b18-40ba-a619-553f502d8a40,Lynch Inc,Finance,starter,14276,EMEA,2025-08-04,2027-08-04,0
1e94ec5c-e97d-4f73-a72b-77c7c7579a30,"King, Rodriguez and Wolfe",Healthcare,starter,5639,APAC,2025-12-02,2027-12-02,0
b91e6299-07f6-41b5-8d64-40b85f2106ec,"Cross, Ray and Miller",Finance,growth,34305,EMEA,2025-07-13,2026-07-13,0
311f3b2e-2aa2-4738-83a4-5011ddc80e53,Newton PLC,Retail,starter,14519,EMEA,2024-01-13,2026-01-12,1
0ac36a9f-fc75-4ee8-9908-dc7555296856,Allen-Berg,Retail,growth,48582,EMEA,2024-09-27,2026-09-27,0
2044f51d-97be-475e-a1d8-c81fde3106c0,Cooper Inc,Finance,enterprise,94465,EMEA,2024-09-22,2026-09-22,0
9f152791-2df2-4e09-9bb9-b104443e5796,"Brooks, Smith and Hoffman",Finance,starter,9087,APAC,2023-10-09,2024-10-08,1
8c5d6b32-8221-448a-aec9-f2ce52b89ef2,Rodriguez Group,Retail,enterprise,268738,APAC,2025-07-06,2027-07-06,0
d1f06e8f-e948-493b-8f35-0c764393d7f1,Gordon-Peterson,Manufacturing,growth,31117,APAC,2025-09-24,2027-09-24,0
cef6031a-38a8-4add-bdfb-68572feb1ad6,Parker PLC,Technology,enterprise,170354,NA,2024-03-10,2026-03-10,1
9cf3b0cb-13dc-4015-962b-dfc3715bb102,Martinez Group,Manufacturing,starter,7342,APAC,2025-06-12,2026-06-12,1
81bd4846-0581-4727-989f-7c17ca05ae62,Butler-Flores,Healthcare,starter,9787,NA,2024-12-02,2025-12-02,1
340ecf5f-c7fa-432f-9080-07db3364265f,Smith-Goodman,Technology,growth,17604,EMEA,2025-01-27,2027-01-27,0
c1ee9d95-3de5-406d-89c3-0ee3db4f2308,Bennett-Carr,Retail,enterprise,148736,NA,2024-08-27,2025-08-27,1
d277e5e1-70e2-4b34-9f3c-465405569f87,"Barry, Ruiz and Crawford",Healthcare,growth,68871,EMEA,2024-12-26,2025-12-26,1
d2c7defd-f4c2-4fa3-b761-9284d6963452,"Watson, Dixon and Hopkins",Healthcare,enterprise,171165,EMEA,2024-03-02,2025-03-02,1
5b387e5b-fa32-425c-a023-a766f15bb50e,Taylor and Sons,Finance,enterprise,216919,NA,2025-04-15,2026-04-15,1
d83ab9ef-06d1-4506-b788-6e75bc78b1b8,Gomez-Silva,Finance,starter,13658,NA,2025-08-13,2026-08-13,0
505abd4a-ad6e-4ea8-953b-d9d680e7a25c,Baker-Holloway,Retail,enterprise,92942,NA,2025-02-21,2026-02-21,1
c9d4dfa4-bd39-4cb6-ba06-e973d50d289f,Smith-Martin,Healthcare,starter,13581,APAC,2025-05-24,2026-05-24,1
0b181cb7-ded2-48e1-af50-4a43657f052f,Drake Inc,Retail,growth,21918,APAC,2023-03-23,2025-03-22,1
e842ce3e-2ad1-43d9-b32d-be74de767ba8,"Owen, Bonilla and Tran",Finance,growth,36828,EMEA,2025-08-08,2027-08-08,0
7f823e43-9c2c-4936-ae5e-e25e71a7e1f4,"Guerrero, Mendoza and Boyd",Technology,growth,35705,APAC,2024-09-14,2026-09-14,0
f21af536-0613-4242-a681-b4c6f4095051,Williams-Delgado,Technology,growth,42646,APAC,2024-03-02,2025-03-02,1
182ef2a9-fd6d-40c5-a15f-07cf6a700443,Henson-Cox,Technology,enterprise,105686,APAC,2024-10-01,2026-10-01,0
21aac536-049a-43a3-9f83-af7e0be0969d,Frazier Group,Technology,starter,8907,EMEA,2025-06-06,2027-06-06,0
9fc66873-74b3-4060-bdf7-eea062a7591a,"Schultz, Ramirez and Ramirez",Technology,enterprise,175675,NA,2025-05-23,2027-05-23,0
133dca49-cd67-40d8-94fd-c68395c5a797,Fischer PLC,Technology,growth,44626,NA,2023-01-13,2024-01-13,1
b3f94903-b41b-4319-a56b-73871129bdac,"Reid, Melton and Miller",Technology,growth,37973,NA,2023-09-01,2025-08-31,1
f129348b-b5ac-4e68-a48b-bb1cec0e9ebf,West-Crane,Technology,growth,76272,EMEA,2024-05-14,2025-05-14,1
6ddb7a34-0bd3-46f5-8cdd-1707360d92e0,"Oconnell, Garcia and Paul",Healthcare,starter,12913,NA,2024-01-07,2026-01-06,1
e8d53a9d-d07b-4049-a6ca-f9d76fd50e7f,"Ortiz, Hall and Case",Manufacturing,starter,11036,NA,2025-08-01,2026-08-01,0
30fc2998-6457-4adf-a23c-ecb24d6d7a79,"Holmes, Stein and Bell",Retail,enterprise,187232,NA,2024-02-05,2026-02-04,1
8326e5d7-adc6-4ada-ad6a-39f1197a6bd0,"Hines, Pearson and Lin",Finance,enterprise,241770,NA,2023-06-13,2025-06-12,1
2c494b5f-2f1f-4714-8474-182447e94d0c,Smith-Wallace,Technology,growth,57591,APAC,2024-11-04,2025-11-04,1
76bde202-2063-42c4-8453-12e7e2acfc19,Thompson Group,Finance,starter,8876,NA,2025-10-08,2027-10-08,0
7c9ccc29-9f37-4ce6-b5df-e2aa512c7050,Garcia Inc,Healthcare,starter,6161,NA,2023-11-16,2025-11-15,1
eedb41c6-2bd2-4794-86fc-c5d0ac318e1c,Long Ltd,Technology,starter,12608,NA,2025-04-15,2027-04-15,0
17f6a053-dad8-49fa-b64f-e7359cdb4748,Raymond Ltd,Healthcare,growth,20162,APAC,2023-05-05,2024-05-04,1
89553b7d-d935-47a7-989b-4586a46a5e59,Roach and Sons,Finance,growth,65493,NA,2023-01-06,2024-01-06,1
c4ffaccf-dbc5-491a-a876-82c96d13cf64,Rivera-Snyder,Healthcare,enterprise,263774,APAC,2024-10-01,2025-10-01,1
7b4b1d42-a652-4ff5-aff9-28d5bd9e6caf,Powell-Frye,Manufacturing,starter,13342,EMEA,2025-02-02,2026-02-02,1
64381588-f029-400e-a4e4-54a137a62266,Perez-Fox,Technology,enterprise,149542,NA,2023-10-11,2025-10-10,1
48b5db7e-8672-4678-9509-118ed3b2e099,Stewart-Brown,Manufacturing,enterprise,142892,EMEA,2024-01-11,2026-01-10,1
4541f21d-b4a8-4882-a41e-8959d66cf544,Pollard-Johnson,Retail,growth,38121,APAC,2024-07-20,2025-07-20,1
53d8bace-2912-4b50-92a7-79bf335dbcc9,Brown LLC,Technology,enterprise,270113,NA,2023-11-01,2024-10-31,1
f73b42a5-d0b5-404b-af57-a6c5e56e492c,Russell Ltd,Manufacturing,starter,13263,NA,2024-07-15,2026-07-15,0
4d2c98d5-41c5-4a96-a00c-eb63148128f0,Rodriguez-Lopez,Finance,enterprise,194364,APAC,2025-01-09,2026-01-09,1
3e6804d2-7de5-4122-8a95-42449db010c0,"Perkins, Ross and Bush",Technology,growth,17293,APAC,2024-12-17,2026-12-17,0
4a15d71b-5423-4cd9-8a9d-1a6afaf167ae,"Dunn, Lee and Short",Retail,growth,44800,NA,2023-02-20,2025-02-19,1
752f74d6-df86-4272-b363-a56e692e76ed,Thompson-Peters,Retail,starter,7603,APAC,2023-01-16,2024-01-16,1
04b44ffd-24e6-4660-a692-8eb6fbf7c620,Carter-Bush,Technology,starter,9090,EMEA,2024-02-06,2025-02-05,1
0a002028-684b-4d72-b345-f0a001179006,Cohen-Murphy,Technology,growth,70504,APAC,2025-02-01,2026-02-01,1
b4607c2c-3e57-47ef-b091-6cd1ec98d9cc,Lopez PLC,Retail,starter,5794,APAC,2024-05-26,2025-05-26,1
1a5cdbeb-c434-4ae1-abde-d28be279c5b0,"Willis, Gibson and Taylor",Retail,growth,37235,APAC,2023-09-16,2024-09-15,1
38944ff5-89c4-4565-bbab-216bf51614b0,Briggs-Hutchinson,Technology,starter,12707,APAC,2025-07-01,2027-07-01,0
e9635e9b-6984-4651-9aaf-9cd3b3267376,Schneider Inc,Manufacturing,starter,5391,NA,2024-03-28,2025-03-28,1
84a22b44-7991-4a54-8c82-5857b4e4d59e,"Brown, Sloan and Wright",Healthcare,growth,40548,APAC,2025-01-19,2027-01-19,0
602220c9-d969-4434-a877-b1581a13252a,"Clark, Baker and Roberts",Retail,enterprise,157536,NA,2024-11-12,2025-11-12,1
ae5e63be-df98-4ed4-baf7-6931116c9f27,Williams Group,Healthcare,enterprise,203629,NA,2024-12-28,2026-12-28,0
e18f5c48-0aec-4548-b724-047b7d2266f5,"Davis, Compton and Rodriguez",Healthcare,enterprise,169591,EMEA,2025-06-26,2027-06-26,0
a23f901e-1f9a-496e-9dad-5a4c2310333c,Mcgrath Inc,Retail,starter,5918,NA,2024-08-13,2025-08-13,1
9c98c791-0f2c-4e79-acaa-c978f872c833,Watson-Byrd,Technology,enterprise,81287,EMEA,2025-07-13,2026-07-13,0
23b3b550-591d-42fe-b9dd-3d45204968a3,Snyder LLC,Technology,starter,10649,EMEA,2024-06-15,2025-06-15,1
40d4f7e6-03eb-43d6-9670-4a2f93caef0b,Jennings-Koch,Technology,growth,48572,EMEA,2025-10-01,2026-10-01,0
6cd730c9-06b5-4cfd-9517-d3eb890b7d19,Meadows Group,Finance,enterprise,267550,APAC,2025-06-16,2027-06-16,0
24ccdc6f-b0d3-4042-ae7e-e75fd329f51d,Hicks Inc,Finance,starter,11205,EMEA,2025-11-11,2027-11-11,0
67a1a502-3e8c-48ba-a732-b8b66f911213,"Schneider, Harris and Powell",Manufacturing,growth,57361,NA,2023-03-09,2024-03-08,1
118242e8-a20b-4284-8623-80ac26a15010,"Logan, Lin and Johnson",Finance,starter,10791,EMEA,2023-10-18,2025-10-17,1
d659290f-b25c-4777-a270-637c7ca5eb72,Parker-Brown,Finance,enterprise,144042,EMEA,2024-02-04,2025-02-03,1
4c6bb607-6c51-4f9b-9059-ba3367aa3d62,"Ford, Morris and Romero",Manufacturing,enterprise,269208,APAC,2025-05-09,2026-05-09,1
c1879099-86b7-4430-9a40-98155ebab19f,Archer-Cook,Retail,enterprise,273822,EMEA,2025-05-12,2027-05-12,0
9618d903-1681-49dd-a475-34a2c8ca26bf,Bennett Inc,Retail,growth,32228,NA,2025-10-17,2027-10-17,0
6a9944f8-db53-451f-98d1-711cf2d0a55d,Collins-Edwards,Technology,growth,38418,EMEA,2024-06-08,2025-06-08,1
880d30ee-2476-4278-ba72-542a8521450f,Pennington Ltd,Manufacturing,growth,35556,APAC,2025-04-14,2026-04-14,1
75ea5990-4dbd-408f-a876-2a3dc21d622d,White PLC,Retail,enterprise,110214,EMEA,2023-05-16,2025-05-15,1
f0d16732-e934-4d74-b25a-f83efb83265d,Diaz-Pope,Manufacturing,enterprise,220436,APAC,2024-04-13,2025-04-13,1
fe543ce7-7c6f-4710-bdae-fb3b6955273c,Pittman Ltd,Retail,growth,32205,APAC,2025-03-10,2027-03-10,0
bc0643dd-25be-48bd-857e-8bb8e9fe82c1,Pineda Ltd,Manufacturing,starter,8924,APAC,2024-06-12,2025-06-12,1
b112f104-c104-458c-a269-99b3833f39a3,"Williams, Bowen and Wilson",Finance,enterprise,170465,EMEA,2024-09-10,2025-09-10,1
5281aaa0-4633-4dd4-b5f7-fc17829edfa7,"Jones, Miller and Stafford",Retail,enterprise,297677,APAC,2025-05-24,2026-05-24,1
afd9702a-dd6b-4213-b52d-6e7193974098,"Ross, Ayers and Alvarez",Technology,growth,41343,EMEA,2023-01-05,2024-01-05,1
913de7b2-7d41-4a2a-b13a-ed348c9d17e6,Roberts-Williamson,Finance,growth,25737,NA,2025-03-04,2027-03-04,0
f53362f8-0f09-4167-9111-da8572a73292,"Ferguson, Alexander and Arellano",Retail,starter,5486,NA,2025-10-26,2026-10-26,0
ec1d7f1f-581a-4873-9a9d-de78b90f6607,Perez Inc,Manufacturing,enterprise,230084,NA,2023-03-16,2024-03-15,1
540f99e1-b82f-4033-af4c-45ebb854d1c8,Newton-Knight,Healthcare,enterprise,96876,EMEA,2024-04-17,2025-04-17,1
3c48c4a5-b285-4b9b-98bd-000cb27b6a09,Alvarez Ltd,Manufacturing,starter,13439,EMEA,2023-05-17,2024-05-16,1
3126f709-b0fa-4fed-9759-01f4ae90a75e,Moreno-Wilson,Finance,enterprise,260672,EMEA,2025-06-17,2027-06-17,0
1398b3e5-daf3-48cf-9b65-b06fb16391f4,"Holloway, Perez and Case",Healthcare,starter,13864,EMEA,2025-07-27,2026-07-27,0
f48e6be2-c0b5-4bf3-bb77-785d11625095,Le and Sons,Healthcare,growth,19347,EMEA,2024-07-17,2025-07-17,1
05b301e7-a9b3-412b-b36c-97ec4daeda53,Black and Sons,Healthcare,growth,30770,EMEA,2024-04-17,2026-04-17,1
9ba831a1-fdc5-4fd3-8efa-1cf8f6293ea7,Johnston PLC,Manufacturing,starter,10801,NA,2024-03-04,2026-03-04,1
ba4ac0cf-85b7-422c-97ec-84ee582c39c7,Thompson-Zhang,Healthcare,starter,8349,APAC,2024-12-19,2026-12-19,0
9f3e3337-8921-43b1-b507-5ce25d46018d,"Lucas, Holmes and White",Finance,enterprise,298821,EMEA,2024-03-10,2026-03-10,1
37538820-f5f1-46ff-aa7d-33e9b3df2f13,Marquez LLC,Retail,growth,27870,EMEA,2025-09-11,2026-09-11,0
31e4fa81-76ae-4aba-adaf-1883e0ecd30d,Welch and Sons,Healthcare,growth,28835,APAC,2023-02-14,2024-02-14,1
ffa161c6-06ed-4886-aec4-e5d0446f219e,Hess-Morse,Healthcare,starter,9732,EMEA,2024-02-01,2025-01-31,1
d0359533-e69d-4491-be40-a89d3693c066,Conner-Spencer,Technology,growth,77053,EMEA,2025-01-01,2026-01-01,1
4812c71a-14a3-4cd3-9aaa-50661039f627,Weiss Ltd,Finance,enterprise,274290,APAC,2023-12-22,2025-12-21,1
d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,Lewis-Robertson,Healthcare,enterprise,122292,NA,2023-02-18,2025-02-17,1
bf2fbab4-6e97-432c-aaa2-2ec3c137d6df,Brown-Wolf,Manufacturing,growth,37263,NA,2023-08-27,2024-08-26,1
1d0dc2e9-76af-4e73-be99-4c8ae1e410e9,Leblanc-Wade,Manufacturing,enterprise,195653,NA,2025-07-14,2027-07-14,0
86d1f0c6-2164-499f-b23c-b914b50d1484,Solis-Johnson,Healthcare,enterprise,277805,APAC,2023-03-22,2025-03-21,1
299f438c-5a01-4804-a3e9-da7a2974024a,Carlson Inc,Technology,starter,6131,NA,2024-07-04,2026-07-04,0
cf488a33-74fd-4758-a1cf-a6bff81bba77,"Gonzalez, Galloway and Grant",Technology,growth,72309,NA,2025-12-03,2026-12-03,0
27fcbea7-629e-40cb-8d18-e99dbca12a5a,"Livingston, Manning and Kelly",Healthcare,enterprise,292707,APAC,2025-01-17,2026-01-17,1
1b9801d0-8208-4dc7-9c26-02d485b23271,"Moore, Thomas and Best",Retail,starter,7103,APAC,2025-01-25,2026-01-25,1
55c9f51c-8515-4b65-a66b-e96b09cb5ea0,"Wright, Lee and Bond",Manufacturing,growth,24755,APAC,2024-02-02,2025-02-01,1
18549225-d0b8-4ef3-bf28-20d87df562df,"Hayes, Robinson and Ward",Technology,growth,15735,NA,2025-04-15,2027-04-15,0
a6c68f38-52b7-49fe-bf3d-0a14fe9fc85a,Parrish Group,Healthcare,starter,10569,EMEA,2024-12-14,2025-12-14,1
e7543ce8-c746-41f9-b5e3-6ea2ceb7b4dd,Bowers PLC,Technology,enterprise,183959,APAC,2024-04-01,2025-04-01,1
6a80cd79-cff2-474f-9f68-02b1589cec36,Weaver-Jones,Finance,starter,7794,NA,2024-04-26,2026-04-26,1
740ccda5-724d-4125-aa35-fb19e21a2b8c,"Turner, Lopez and Walker",Finance,enterprise,110693,NA,2024-02-20,2025-02-19,1
610328a7-8916-4fd1-b590-78fa474fe818,Ross LLC,Healthcare,growth,56767,APAC,2024-05-08,2025-05-08,1
3b987c26-9f40-41b8-b67c-a5bb6e9b1c84,"Vincent, Wall and Frey",Finance,starter,9580,EMEA,2025-11-03,2026-11-03,0
0f471751-23e6-44ea-aeda-c7c6b3abfe83,Waller Group,Retail,starter,12435,APAC,2025-03-11,2026-03-11,1
97d16dbf-553a-4ae2-9f08-307763ad649f,Thomas-Rios,Finance,starter,14343,APAC,2025-08-19,2026-08-19,0
a2ebe4fb-df3a-4346-8560-827e17f34e35,"Jennings, Jones and Miller",Retail,enterprise,241142,APAC,2024-08-05,2025-08-05,1
714681dd-135f-41b2-abf0-730d7aa4cadc,Porter-Howard,Finance,starter,5246,EMEA,2025-07-12,2026-07-12,0
18e2234e-7568-4696-91af-a55ba7a4906d,"Jackson, Stanton and Williams",Manufacturing,starter,9041,APAC,2025-12-17,2027-12-17,0
ac19d426-24c4-43fc-81f5-702d8d5014fc,Nichols PLC,Healthcare,enterprise,145233,APAC,2025-06-13,2026-06-13,1
90f68efc-c457-4001-9e01-2f64f599cb54,Page-Lopez,Retail,growth,55068,EMEA,2024-07-11,2026-07-11,0
e6311e2a-94f8-4afc-8724-267b6367d44f,"Martin, Miller and Martinez",Finance,growth,70862,NA,2023-06-16,2025-06-15,1
f2809daf-b3ad-47c2-bdf0-aded6e26bc20,"Cole, Jones and Hansen",Technology,growth,21875,APAC,2025-12-09,2027-12-09,0
baf6edd5-9de4-4577-b940-cda314f9c38c,"Mcmillan, Rocha and Moody",Technology,enterprise,230298,APAC,2025-09-25,2026-09-25,0
260a5f80-d16a-480b-b461-597f5e9de781,"Dixon, Wright and Gamble",Healthcare,enterprise,193574,NA,2025-09-01,2027-09-01,0
e310e9e9-ca2e-4551-8aba-668ddeb5a75a,Wallace LLC,Retail,growth,41365,NA,2023-07-25,2025-07-24,1
b0f0fd96-165d-4147-8c19-d87d5745f165,Ramirez and Sons,Technology,growth,18991,APAC,2025-05-16,2027-05-16,0
d5fbb215-9d3c-468d-a417-d8f5e71438d6,"Weaver, Collier and Davis",Retail,growth,43623,EMEA,2025-08-24,2026-08-24,0
ee44ae6b-998a-4169-bc28-5c072b5f90b2,Lang-Webb,Healthcare,starter,6110,EMEA,2025-11-14,2026-11-14,0
8742c9dc-2cab-4fdc-a41f-98b6bb35ba22,"Evans, Vega and Green",Retail,enterprise,286243,APAC,2025-10-03,2026-10-03,0
e1e038ce-318d-4d8c-a6ea-96278e13ba00,"Mendoza, Miller and Vazquez",Healthcare,enterprise,158808,APAC,2025-08-16,2027-08-16,0
285f62b1-1125-4bf6-b628-cb2e89c9ea9e,"Williams, Webb and Hogan",Technology,enterprise,256906,NA,2023-05-01,2025-04-30,1
b226e1bf-ac39-499e-b9eb-23dbd465d0f1,Harris-Duffy,Healthcare,growth,42519,NA,2023-05-08,2024-05-07,1
3c249534-38bb-4605-b380-89db5454eb79,Gray-Barajas,Healthcare,enterprise,172351,NA,2024-08-03,2025-08-03,1
890e4aa3-eaa0-4b10-a3ba-908b48079327,Alvarado-Haney,Technology,enterprise,90808,NA,2025-02-15,2026-02-15,1
