alert_id,account_id,alert_type,severity,triggered_at,acknowledged_at,resolved_at,resolved
dc9c94c6-e060-4a0c-9353-198822f4116d,c52ace80-cd3d-4130-9058-ff4dc5d044d9,policy_violation,medium,2024-08-31,2024-09-01,,0
ebd3d9d4-ec7e-495a-9fb5-bf6f906a3e8c,6dad7bbd-9f6d-43fd-b53c-b7f46c830270,malware_detected,high,2024-08-31,,,0
8fd8c2b1-9106-41ff-9aea-67bc074eea69,ec5ae185-13ad-4cd3-b9d8-5293ec8d035f,policy_violation,medium,2024-08-31,,,0
8bcc91ec-ddf0-4990-9de2-78723823e9eb,d90cc9c9-a6f7-407f-bde3-4f0f2b5fe4e4,policy_violation,low,2024-09-01,,,0
5fad9fe7-1620-493e-a0f8-6676f01d2116,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,policy_violation,low,2024-09-01,2024-09-03,,0
21b84acc-e2ae-42b9-b4e0-a6a77241510b,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,policy_violation,medium,2024-09-01,2024-09-03,,0
4ddb85fa-f10b-4a4c-b748-eb578e286ca4,403153a0-2658-40bb-8e7a-121126eed95b,anomalous_behavior,low,2024-09-01,2024-09-04,2024-09-11,1
5bbdd086-ea72-4dea-9a6a-d154b71a98df,740ccda5-724d-4125-aa35-fb19e21a2b8c,malware_detected,medium,2024-09-01,2024-09-01,2024-09-05,1
8bf5ae7a-4ddf-4748-89e0-aab534fc4bef,5ca3336a-4636-4e1d-92a4-10dc5a76a6b8,malware_detected,low,2024-09-01,2024-09-01,2024-09-07,1
961b24ee-e25b-4a54-aa7c-5fdd659b4185,587882aa-3f91-46c0-b628-5b068e88592b,malware_detected,high,2024-09-02,,,0
5e5a1ca9-69d0-495e-bf65-ebd0456b5293,050c7e1c-e41e-42df-83cb-7a470cdbece0,anomalous_behavior,medium,2024-09-02,,,0
40ca1e54-436a-4c05-bcff-b073f76b6a6b,170f2873-fa93-40a2-8692-9d25035ad68e,unauthorized_access,medium,2024-09-02,2024-09-05,2024-09-12,1
102b6d2c-ba16-47f1-b96f-385bbb4c021c,25b17b5c-0f15-449a-9e15-e8e3b423a31e,unauthorized_access,low,2024-09-02,,,0
7ece239a-c508-4725-a42b-cb0ffd7f1474,61780202-1997-4a0c-a9e4-49c0c45f9a96,anomalous_behavior,medium,2024-09-03,2024-09-03,2024-09-05,1
27d3dde6-2b9f-4c24-a95e-98589d2cf8a3,b3a9dd72-0086-477c-9594-39090895d69a,policy_violation,medium,2024-09-03,,,0
7123ffaa-1f2a-421c-a2a9-66192e452f33,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,unauthorized_access,low,2024-09-03,2024-09-04,,0
2376feb8-cbd0-4d92-9f8a-a2752e90bb39,30fc2998-6457-4adf-a23c-ecb24d6d7a79,policy_violation,low,2024-09-03,2024-09-03,2024-09-09,1
dff064e6-b78c-4f85-9d7c-4e706bcc7834,df682065-0de8-4e46-ad28-697d50db531d,malware_detected,low,2024-09-03,2024-09-03,,0
cbe2aecb-ec15-4e5a-afae-ba3d722e3a76,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,anomalous_behavior,low,2024-09-04,2024-09-06,2024-09-11,1
aabbf804-5d04-4712-81ce-021d5070601d,b1091b8c-5cd9-4a4f-964c-66d2f9e64005,policy_violation,medium,2024-09-04,,,0
a1e3307b-a47a-4642-9f0b-116403b93228,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,anomalous_behavior,low,2024-09-04,,,0
a17ed73c-87c8-4862-a6f5-548a2a913d67,170f2873-fa93-40a2-8692-9d25035ad68e,malware_detected,medium,2024-09-04,2024-09-04,,0
438cb3fa-3915-4573-b646-c1e9b1d40ff0,4a15d71b-5423-4cd9-8a9d-1a6afaf167ae,policy_violation,low,2024-09-04,2024-09-05,2024-09-10,1
4c8cb303-ba8e-4cd9-80ff-17798ce0f357,dfdf6aa4-25dd-4112-a079-2adbd257721c,malware_detected,low,2024-09-04,2024-09-06,2024-09-08,1
598a7a1a-d392-4312-a783-8b6d7ec68e6c,ef01ffc2-6040-4390-93f8-06fe71e1d6dc,malware_detected,low,2024-09-04,2024-09-05,2024-09-07,1
45c78301-83ca-43ed-9048-ff451a8557cf,8caf2022-7a84-440e-bc14-3cf1da4f0acb,malware_detected,medium,2024-09-05,2024-09-07,2024-09-14,1
d9dc1d26-61c2-4c58-9c51-79d118a6747a,6a9944f8-db53-451f-98d1-711cf2d0a55d,malware_detected,low,2024-09-05,2024-09-07,2024-09-13,1
fd40e424-7d8f-4f90-98fc-af52768f0c06,c1ee9d95-3de5-406d-89c3-0ee3db4f2308,policy_violation,high,2024-09-05,2024-09-06,2024-09-11,1
c3fc8756-db35-49aa-818d-bcde8d080f36,e7543ce8-c746-41f9-b5e3-6ea2ceb7b4dd,anomalous_behavior,medium,2024-09-05,,,0
72ae54bb-3e66-4bba-91d9-0bb4be8fb46b,925c4009-676d-48ff-99b4-359c7f2b0375,malware_detected,low,2024-09-05,2024-09-06,2024-09-11,1
fd9ad7cf-d8e2-4e4c-bc11-deb545322831,dfdf6aa4-25dd-4112-a079-2adbd257721c,unauthorized_access,low,2024-09-05,2024-09-05,2024-09-10,1
9315679a-1d77-427c-adde-3cb38baa3f40,46c77db6-cfcf-4b19-bd11-2ddc39d98598,policy_violation,medium,2024-09-05,2024-09-08,2024-09-08,1
b0e8e715-e4dc-409b-b2f7-9cafaef825ce,46c77db6-cfcf-4b19-bd11-2ddc39d98598,anomalous_behavior,medium,2024-09-06,,,0
20562e36-6b8c-45a7-9f16-7775f40b03a9,e7543ce8-c746-41f9-b5e3-6ea2ceb7b4dd,unauthorized_access,medium,2024-09-06,2024-09-06,2024-09-06,1
1577473b-e456-4b78-9f95-541a4335645d,062cf126-ee6d-4865-90a5-ef7e392eb031,unauthorized_access,low,2024-09-06,,,0
791862c6-f95b-4d26-8ba7-1cb5e6887ce5,6b1e0218-e14a-441f-959c-ea6d6ef9f3d7,anomalous_behavior,high,2024-09-06,2024-09-07,2024-09-10,1
e97ba074-3a9b-44c5-a520-acbc6a933f68,43f5da73-1857-4d92-b296-a947dfdd14ec,anomalous_behavior,high,2024-09-06,2024-09-08,2024-09-12,1
11f69766-c872-464c-a4c1-b8ea951b9155,847e3d22-d66a-4a76-8f2f-163b6b323257,unauthorized_access,medium,2024-09-06,2024-09-08,2024-09-15,1
e4f1607f-5c7d-4e9d-9c0a-cee5714ce6bc,48b5db7e-8672-4678-9509-118ed3b2e099,policy_violation,medium,2024-09-07,2024-09-10,,0
c61d5e07-26a2-4a24-99fd-045216aea6ec,25b17b5c-0f15-449a-9e15-e8e3b423a31e,unauthorized_access,low,2024-09-07,2024-09-08,,0
3b5b145f-4c45-44f1-b74a-7265518ddfd7,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,policy_violation,low,2024-09-07,,,0
38c49caa-97ca-4897-93d9-6cd559dd57f9,5ca3336a-4636-4e1d-92a4-10dc5a76a6b8,unauthorized_access,medium,2024-09-07,2024-09-09,2024-09-10,1
a9f5cac3-c8dd-4748-95af-21d071c636f8,213ea11a-4a4b-4939-a7f4-a6472e9210e2,policy_violation,high,2024-09-07,2024-09-07,,0
877f7b44-eb05-4ae0-a538-9bea51b4bde4,adbba2da-3864-4c28-ab5d-236e9af00c8c,unauthorized_access,medium,2024-09-07,,,0
3c54a0c5-812b-4fa5-a44c-ba8af202bd27,bce3bb79-c7f9-4dd9-b789-787d676d8375,anomalous_behavior,medium,2024-09-07,2024-09-07,2024-09-09,1
fc385c66-836c-4087-aeeb-80ba6d0b1fbc,740ccda5-724d-4125-aa35-fb19e21a2b8c,policy_violation,medium,2024-09-08,2024-09-10,2024-09-14,1
b5ebe5a9-27e5-47d9-9fa5-5df103c988f7,31e80fad-f6a0-4dce-a00c-b72303ad9f6d,unauthorized_access,low,2024-09-08,,,0
9f8336ce-9a56-4781-be7b-d0b0c2eecba4,170f2873-fa93-40a2-8692-9d25035ad68e,anomalous_behavior,high,2024-09-08,2024-09-09,,0
d66cce2e-d2d3-46bc-aa72-51d103f8b6d5,31e80fad-f6a0-4dce-a00c-b72303ad9f6d,anomalous_behavior,high,2024-09-08,2024-09-10,,0
8001b6c9-f4c3-4b5c-b2dd-b83b75f056f8,a5871fef-a275-4939-b708-a230438f835e,malware_detected,medium,2024-09-08,,,0
4a34bc92-ec09-466c-8ddc-3e69614af075,9f3e3337-8921-43b1-b507-5ce25d46018d,anomalous_behavior,low,2024-09-08,2024-09-10,,0
d2127e86-d647-4d7f-a285-031f93af1568,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,malware_detected,medium,2024-09-09,2024-09-12,,0
dda82d2a-5f80-4ce6-a976-a325e3e06d34,c22d762a-e042-40e4-9bda-c8a1deed1495,anomalous_behavior,high,2024-09-09,,,0
d5897d4d-743f-482d-95b8-4599bfdd879a,53d8bace-2912-4b50-92a7-79bf335dbcc9,malware_detected,low,2024-09-09,,,0
a12fb0f0-8f6e-4bf7-8254-d4f74a9bfe07,3001c4da-b595-4a88-92cd-87fef5217a6a,unauthorized_access,low,2024-09-09,,,0
67ea9937-c9fb-44fa-b3a4-5388ff410861,25b17b5c-0f15-449a-9e15-e8e3b423a31e,policy_violation,critical,2024-09-09,2024-09-11,,0
eb53b7e6-d65c-4afb-8a57-08ead71702a0,4c206644-a901-409c-a2cc-856c303f8e24,malware_detected,medium,2024-09-09,2024-09-09,2024-09-13,1
33625f5e-6cdf-48d6-8eed-8942b922a61c,51ceb3f9-5bc8-4bcc-aa1f-8876761ec39d,unauthorized_access,low,2024-09-09,2024-09-10,2024-09-11,1
0f1d1803-069a-449a-a0df-7ed574582ed9,8326e5d7-adc6-4ada-ad6a-39f1197a6bd0,anomalous_behavior,low,2024-09-09,,,0
72239c5c-1ddd-46a2-b0e3-183be4182136,c1ee9d95-3de5-406d-89c3-0ee3db4f2308,anomalous_behavior,medium,2024-09-09,2024-09-10,2024-09-12,1
9170a447-25a0-44c7-bbed-4509aa3624d5,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,unauthorized_access,low,2024-09-09,2024-09-10,2024-09-16,1
83e739b3-3209-4d67-8e08-408402b5c880,adbba2da-3864-4c28-ab5d-236e9af00c8c,policy_violation,medium,2024-09-10,2024-09-10,2024-09-13,1
b8d7d0ca-bc2a-42cd-83df-c3ddac38e884,10156cb0-fe7a-4af6-83e6-9f8e454b52e3,anomalous_behavior,high,2024-09-10,2024-09-12,2024-09-13,1
ae48618b-7f96-4968-bc43-8e206852b3f7,46c77db6-cfcf-4b19-bd11-2ddc39d98598,policy_violation,low,2024-09-10,,,0
69d101d5-5f92-43a8-89fa-2d2bcb22ce4c,31af803c-ee8f-43ef-acb7-a8f771478b72,policy_violation,low,2024-09-10,2024-09-10,,0
779a88c5-831e-4b43-b922-2cc2ef208beb,050c7e1c-e41e-42df-83cb-7a470cdbece0,anomalous_behavior,low,2024-09-10,,,0
999818e2-c9f6-414d-90c4-5f216dbf975f,b77713f1-eb3d-401c-95cb-f68b149c3837,policy_violation,high,2024-09-11,2024-09-11,2024-09-13,1
244a974a-6fe8-4aba-9ef2-119dc58d8df4,04b44ffd-24e6-4660-a692-8eb6fbf7c620,malware_detected,low,2024-09-11,2024-09-14,2024-09-21,1
e18a1cc7-c628-4388-9532-9df2b122d608,8caf2022-7a84-440e-bc14-3cf1da4f0acb,malware_detected,low,2024-09-11,2024-09-13,,0
20d58ccf-ea2a-4f46-9c3e-150bf124dafa,4c206644-a901-409c-a2cc-856c303f8e24,anomalous_behavior,high,2024-09-12,,,0
93781089-af3c-4987-a0ee-cf4aeef24dd2,23b3b550-591d-42fe-b9dd-3d45204968a3,malware_detected,low,2024-09-12,2024-09-12,2024-09-14,1
15b75a7f-f177-44a6-a793-9c4d55187872,d223e9d1-9e8c-4440-971b-b91c2ce2e6c2,malware_detected,medium,2024-09-12,2024-09-12,2024-09-13,1
e18c89ed-a255-4013-870a-2357d1978278,4263ffae-01d1-4ee8-a230-b967c46a198e,unauthorized_access,low,2024-09-12,2024-09-12,2024-09-14,1
6ea91d06-4492-42d8-a9df-9e9fcd574490,bce3bb79-c7f9-4dd9-b789-787d676d8375,policy_violation,medium,2024-09-13,2024-09-13,2024-09-17,1
5a067906-ce99-43f7-8b24-f02adbe3f70a,eb470853-cf17-4102-9c86-ffd9fa276d43,unauthorized_access,medium,2024-09-13,2024-09-16,2024-09-20,1
737f9e95-1ebe-4801-bb40-b7d4d9a4a745,31e80fad-f6a0-4dce-a00c-b72303ad9f6d,policy_violation,high,2024-09-13,2024-09-13,2024-09-15,1
560f339a-ca12-402e-962e-e60dad5f94e0,3009475c-7413-44f6-bf4f-82ee2226bd83,policy_violation,low,2024-09-13,2024-09-16,2024-09-21,1
2dd6a946-730d-44a3-a51d-ffd2d4f4f33e,925c4009-676d-48ff-99b4-359c7f2b0375,policy_violation,critical,2024-09-13,2024-09-15,2024-09-20,1
5484bc6e-cf2e-4b43-a583-6a5532484132,540f99e1-b82f-4033-af4c-45ebb854d1c8,anomalous_behavior,medium,2024-09-13,,,0
099cd857-2f95-4935-bbd5-0071988904b3,d2c7defd-f4c2-4fa3-b761-9284d6963452,malware_detected,low,2024-09-13,2024-09-14,2024-09-16,1
3a6aa1c2-14c1-4824-88ae-da2254a0a2b6,20d44144-0ed3-41db-9c37-8e64ed6ba00d,unauthorized_access,low,2024-09-13,,,0
fe9c1414-a1a3-4213-aee5-d6b5ee17cc33,1430193a-74af-4837-9270-76d25f06e16a,anomalous_behavior,low,2024-09-14,2024-09-14,2024-09-20,1
6a257645-299c-4c71-b036-d49ccf563115,04b44ffd-24e6-4660-a692-8eb6fbf7c620,policy_violation,critical,2024-09-14,,,0
2192349f-5df7-4d86-8816-034b46033fbf,aadcff78-edb3-46dc-930b-785e29d3e8e9,policy_violation,medium,2024-09-14,2024-09-16,2024-09-22,1
5e958b82-b25a-443a-a1aa-ee1bd30e9703,64a27eb4-f42f-4b31-861a-6cfa265cf276,anomalous_behavior,medium,2024-09-14,2024-09-17,2024-09-24,1
81b9fc9a-e165-41eb-9641-5ab4729ed56b,c8e31933-8c65-4fae-845d-90ffd347e960,malware_detected,medium,2024-09-14,,,0
2a155b33-bf5d-4e23-89c5-1937d73275fc,55c9f51c-8515-4b65-a66b-e96b09cb5ea0,policy_violation,low,2024-09-14,,,0
b505dd60-aacb-4b55-8b61-b383f0342575,4541f21d-b4a8-4882-a41e-8959d66cf544,malware_detected,medium,2024-09-14,,,0
8fef2520-36ca-4aaa-847e-fe1b0776be3b,31e80fad-f6a0-4dce-a00c-b72303ad9f6d,policy_violation,medium,2024-09-14,,,0
536f2d86-2e42-4b6b-bd84-0ef1eee0ddcb,3009475c-7413-44f6-bf4f-82ee2226bd83,unauthorized_access,low,2024-09-15,2024-09-16,2024-09-22,1
5bd6897b-b797-4cdb-acd9-9b34dc9d98b9,a3938d6e-0bef-48f7-a194-42b66ee2c902,policy_violation,medium,2024-09-15,2024-09-17,2024-09-23,1
e2f29971-c667-44d7-a2bb-ba303c9d60cc,ec5ae185-13ad-4cd3-b9d8-5293ec8d035f,unauthorized_access,high,2024-09-16,2024-09-17,2024-09-21,1
3aeef82b-77cd-483a-998f-e95f079a1674,e3032fad-edee-4469-b0ea-ac569376239b,unauthorized_access,medium,2024-09-16,2024-09-19,2024-09-22,1
a91be524-a2cf-41ca-9d8d-bdb6c1cc50d3,540f99e1-b82f-4033-af4c-45ebb854d1c8,policy_violation,medium,2024-09-16,2024-09-18,2024-09-24,1
81a67089-1714-48ab-8e5d-e9bc5ada98e6,63ff4fb9-ac6a-4469-b60e-4e9683f08138,policy_violation,medium,2024-09-16,,,0
ac8c34b1-23af-433c-be43-e1b18a990222,75ea5990-4dbd-408f-a876-2a3dc21d622d,anomalous_behavior,high,2024-09-16,2024-09-16,2024-09-18,1
9693e430-1cd9-4b36-9fdf-9444a993e33c,31af803c-ee8f-43ef-acb7-a8f771478b72,anomalous_behavior,low,2024-09-16,2024-09-18,2024-09-20,1
137975f7-b456-4304-aff1-2f0acda6e2d8,8326e5d7-adc6-4ada-ad6a-39f1197a6bd0,unauthorized_access,low,2024-09-16,2024-09-19,,0
21d7ad19-3d1b-4e2d-bc95-27869ae9d6f0,eb470853-cf17-4102-9c86-ffd9fa276d43,unauthorized_access,low,2024-09-16,,,0
e6a43b56-68e2-4ea1-b656-f2763c197db9,8933e825-66f0-4781-9bc8-58d8b705662d,malware_detected,low,2024-09-16,,,0
3bc58bf5-39b6-4533-9baf-f0f31471bf5b,c1ee9d95-3de5-406d-89c3-0ee3db4f2308,policy_violation,critical,2024-09-17,2024-09-17,2024-09-17,1
c2b5103b-e00b-4a70-b9a8-8498a30ed2a6,587882aa-3f91-46c0-b628-5b068e88592b,unauthorized_access,low,2024-09-17,2024-09-18,2024-09-25,1
069c4a40-7de8-467c-824d-5c08f0801adb,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,malware_detected,high,2024-09-17,,,0
2d2d40bb-c621-4ce9-af9e-354efb584f46,34d740f4-2ef4-41ed-b068-3e916b046aec,malware_detected,low,2024-09-17,,,0
efc4783c-39ad-4daf-ae5c-f774f5da7fc9,6dad7bbd-9f6d-43fd-b53c-b7f46c830270,malware_detected,medium,2024-09-17,2024-09-20,2024-09-27,1
d8f92b4a-d6d7-4d87-9a3e-e31206a145aa,af0923f1-0275-41d4-9772-b6ef3d1864b6,unauthorized_access,medium,2024-09-17,,,0
7c6bf340-106a-4811-963a-59ea407843c7,2ce233b6-666e-4390-a58d-93c303774691,anomalous_behavior,low,2024-09-17,,,0
b9b9c14d-53da-4486-a50c-d4f0c43cda33,9a93a7a6-09c9-4db1-85ae-c838d4156583,malware_detected,medium,2024-09-18,2024-09-20,,0
dcbfb58e-d290-40bc-a65c-31e23ece189a,979f9869-e86b-49f8-8dfa-c4b1c4cb307c,unauthorized_access,medium,2024-09-18,2024-09-18,,0
c50ad64e-d55a-4231-9a1e-e9946e2cee1d,ea2a5a4d-8abc-4bda-bdf0-33c563690234,unauthorized_access,low,2024-09-18,2024-09-19,2024-09-21,1
0ea60cde-35d5-444b-b785-649bf4ec3235,3a56e0b2-29c5-4c56-8ef8-3c7da15e2920,anomalous_behavior,high,2024-09-18,2024-09-21,,0
488401ac-005b-466b-b32c-e7aec7b3e074,0b181cb7-ded2-48e1-af50-4a43657f052f,anomalous_behavior,low,2024-09-18,2024-09-19,2024-09-25,1
ee25f76d-1e7c-46e9-95bd-afcab1f0b2d1,4263ffae-01d1-4ee8-a230-b967c46a198e,anomalous_behavior,low,2024-09-18,2024-09-18,2024-09-22,1
8fd10b47-b177-460f-bea3-66e466df461a,4263ffae-01d1-4ee8-a230-b967c46a198e,anomalous_behavior,low,2024-09-19,2024-09-20,,0
7111061e-8a82-49ad-846b-948034fb266b,630e6473-4495-404c-8183-ec7be0c6d590,unauthorized_access,high,2024-09-19,,,0
9f52a6d6-bef3-41be-9f2b-f1abb049828e,e68d4993-0f15-4f76-87b2-fcd5b7485cfd,malware_detected,medium,2024-09-19,,,0
aacc7e13-e4bd-452b-98ff-7c3b95622f43,31e80fad-f6a0-4dce-a00c-b72303ad9f6d,malware_detected,medium,2024-09-19,2024-09-20,2024-09-24,1
cb7c5cbb-a3ea-4946-a66f-0823f6ac91fc,540f99e1-b82f-4033-af4c-45ebb854d1c8,malware_detected,high,2024-09-19,,,0
f34efcc6-db81-44ed-a891-3a229862e38a,64a27eb4-f42f-4b31-861a-6cfa265cf276,unauthorized_access,low,2024-09-19,,,0
df4f9066-2797-468d-8910-9ed8cddc482f,170f2873-fa93-40a2-8692-9d25035ad68e,malware_detected,low,2024-09-19,2024-09-22,2024-09-24,1
77ae6775-84bc-43bd-a08c-1c92e32aefea,740ccda5-724d-4125-aa35-fb19e21a2b8c,malware_detected,low,2024-09-19,2024-09-22,2024-09-22,1
588c831b-5d18-4558-ae03-d3a53b046b49,c52ace80-cd3d-4130-9058-ff4dc5d044d9,anomalous_behavior,low,2024-09-20,2024-09-21,2024-09-22,1
f3e5f754-95c3-4bfe-a327-75b12f314bca,540f99e1-b82f-4033-af4c-45ebb854d1c8,policy_violation,high,2024-09-20,,,0
7ca33add-914a-4ce3-9655-4dd7953c3963,cf079396-119a-42d4-821a-279012506870,anomalous_behavior,medium,2024-09-20,,,0
b797d9cb-6b1e-4a81-8a92-dd66a2c151fa,80022637-814a-49ae-88cd-364c7fc0cb57,unauthorized_access,medium,2024-09-20,2024-09-20,2024-09-21,1
9c30cbec-ed97-4127-bfce-ff6a67c36555,b112f104-c104-458c-a269-99b3833f39a3,anomalous_behavior,high,2024-09-20,,,0
92caa4a1-bb52-4d0b-8d3e-2e668d0392ae,231e41b3-67db-450c-8583-a5bb63db6b13,unauthorized_access,low,2024-09-20,2024-09-20,,0
2663ac01-dab6-40f3-9cba-fd5131ded1f0,1430193a-74af-4837-9270-76d25f06e16a,malware_detected,high,2024-09-20,2024-09-22,2024-09-29,1
7aa7c048-4569-4b3b-b688-da803ec4189a,740ccda5-724d-4125-aa35-fb19e21a2b8c,anomalous_behavior,medium,2024-09-20,2024-09-21,2024-09-22,1
d7d04f4f-0e5a-49f5-bdcb-cfed8073e1a8,f31228b1-3479-4cef-9c04-76f64fd2391f,anomalous_behavior,high,2024-09-21,2024-09-24,2024-09-26,1
2ab4e8bb-7e42-4b21-995c-019c8506b61a,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,anomalous_behavior,low,2024-09-21,2024-09-23,,0
62153c66-0146-4615-afd4-b64e092e3ce7,e3032fad-edee-4469-b0ea-ac569376239b,policy_violation,low,2024-09-21,2024-09-24,2024-09-24,1
4a34c67c-673d-4ad4-86c3-4c4b54affb25,170f2873-fa93-40a2-8692-9d25035ad68e,anomalous_behavior,low,2024-09-22,,,0
bb5284f4-e62c-4906-88f7-10ef5038c903,d2c7defd-f4c2-4fa3-b761-9284d6963452,unauthorized_access,medium,2024-09-22,,,0
f112447d-46d6-452b-80da-b587d8130492,f756297a-73cb-42f5-8b4c-4dc63e235d92,unauthorized_access,medium,2024-09-22,2024-09-25,2024-10-01,1
cc322c0f-9666-4c2a-975a-291ac074a758,b112f104-c104-458c-a269-99b3833f39a3,malware_detected,medium,2024-09-22,2024-09-22,2024-09-26,1
3caf865f-7cff-4e7c-918d-2900efdcda07,46c77db6-cfcf-4b19-bd11-2ddc39d98598,malware_detected,low,2024-09-23,2024-09-23,2024-09-28,1
e9ee6566-37ef-4482-89ae-82a10520e0e4,e3032fad-edee-4469-b0ea-ac569376239b,unauthorized_access,low,2024-09-23,2024-09-23,2024-09-24,1
6eb7cbf0-dd50-4b4b-82d7-19f191979c56,7c9ccc29-9f37-4ce6-b5df-e2aa512c7050,malware_detected,medium,2024-09-23,,,0
dc0fc594-ba65-440f-92bb-8d7fb46dbbd8,25b17b5c-0f15-449a-9e15-e8e3b423a31e,malware_detected,medium,2024-09-23,,,0
a27907e8-11da-4989-85f9-ca4a562cc455,d2c7defd-f4c2-4fa3-b761-9284d6963452,malware_detected,critical,2024-09-23,,,0
093b3998-67f7-420d-b7e8-e5001b905765,c1ee9d95-3de5-406d-89c3-0ee3db4f2308,unauthorized_access,low,2024-09-23,,,0
7408c4e6-8ea9-4580-a1b6-8a7e895c08a4,9f3e3337-8921-43b1-b507-5ce25d46018d,policy_violation,low,2024-09-23,2024-09-24,2024-09-27,1
a403d860-e0da-49ff-9f9c-7a1c2846c15b,e68d4993-0f15-4f76-87b2-fcd5b7485cfd,unauthorized_access,medium,2024-09-23,2024-09-23,,0
48fd9c9f-f317-45b2-aae0-35ec6a0401f6,55c9f51c-8515-4b65-a66b-e96b09cb5ea0,malware_detected,medium,2024-09-23,2024-09-24,,0
096b7913-372e-4f34-b0bc-e903f65dbc7d,bf5101c5-fa5d-4010-b2e6-947c49782466,malware_detected,medium,2024-09-23,2024-09-23,2024-09-26,1
f742134a-0535-4e5a-a6a9-6dc7bdc41746,2e65d905-a098-4a6b-87fe-74ffaaf38db9,anomalous_behavior,medium,2024-09-23,2024-09-25,2024-09-26,1
7ee80589-eb9a-48d5-b051-81861145da16,dfdf6aa4-25dd-4112-a079-2adbd257721c,anomalous_behavior,high,2024-09-24,2024-09-25,,0
7964f923-158c-43ea-b9b0-8a1504551580,f0e3ade9-44e9-44a2-a5c8-31ed7538b576,unauthorized_access,medium,2024-09-24,2024-09-25,,0
9d6bc994-9df6-4006-9bcf-f986c3144f57,a23f901e-1f9a-496e-9dad-5a4c2310333c,unauthorized_access,low,2024-09-24,2024-09-24,2024-10-01,1
9d997b96-6196-4239-a1f5-da2f6effb669,4c206644-a901-409c-a2cc-856c303f8e24,malware_detected,medium,2024-09-24,2024-09-26,2024-09-28,1
7bfd8bac-c4c2-421c-a62a-4f63de828c3f,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,policy_violation,high,2024-09-24,2024-09-25,2024-10-01,1
1fab3d38-61ee-4747-9222-464392f91bb6,b1091b8c-5cd9-4a4f-964c-66d2f9e64005,unauthorized_access,medium,2024-09-25,,,0
09017d7c-da4b-4849-979b-8e4e2043d7ef,3e90249e-cdc7-469b-80a1-2b67d08f9125,policy_violation,low,2024-09-25,,,0
ceb94140-f13e-4f93-a2ef-4665ef24837f,920ffae1-9fa0-43a4-b863-d6c43adfca02,anomalous_behavior,medium,2024-09-25,2024-09-25,2024-09-28,1
37a4aa87-8f0f-40c9-a2e0-70831f66865c,f50f08f8-70da-47f6-95ff-edaa9f908e42,unauthorized_access,low,2024-09-25,2024-09-27,2024-10-01,1
48ebc664-f183-49ec-aeb0-69c664a31e0f,587882aa-3f91-46c0-b628-5b068e88592b,policy_violation,low,2024-09-26,2024-09-29,2024-10-06,1
c3597565-92c5-4fb7-a6c4-bd3811c63921,847e3d22-d66a-4a76-8f2f-163b6b323257,anomalous_behavior,low,2024-09-26,,,0
ec5bfe58-8ba1-4e3a-81ab-2849380afa7c,eb470853-cf17-4102-9c86-ffd9fa276d43,anomalous_behavior,medium,2024-09-26,2024-09-26,2024-09-30,1
179edd57-2974-48ab-92f9-10fecc46b840,eacad002-b400-485c-b97d-2cdc917af2e4,anomalous_behavior,low,2024-09-26,,,0
1de9e805-e806-466a-8e2e-b5e663a4b042,f756297a-73cb-42f5-8b4c-4dc63e235d92,unauthorized_access,medium,2024-09-26,,,0
52d42e5a-c8c0-4057-9a88-ad8a8411b55c,587882aa-3f91-46c0-b628-5b068e88592b,policy_violation,low,2024-09-26,2024-09-26,,0
b8521377-8fb1-4c69-ad9b-9108aed0acb0,30fc2998-6457-4adf-a23c-ecb24d6d7a79,unauthorized_access,low,2024-09-27,,,0
44307d36-495d-424d-baff-74a1f4f2860c,20d44144-0ed3-41db-9c37-8e64ed6ba00d,unauthorized_access,high,2024-09-27,,,0
b0e90e1a-1f7d-4309-97eb-04818678ab1f,c22d762a-e042-40e4-9bda-c8a1deed1495,malware_detected,high,2024-09-27,2024-09-27,2024-10-01,1
c7438a4e-0a4b-4a75-830b-43aa1a0c26c5,8326e5d7-adc6-4ada-ad6a-39f1197a6bd0,malware_detected,low,2024-09-27,,,0
3c71f07a-1133-4dfd-9baf-f45ae93cf707,630e6473-4495-404c-8183-ec7be0c6d590,malware_detected,high,2024-09-27,2024-09-29,2024-09-30,1
354d9670-c181-4b51-a7ff-a2f81b4b14d1,f50f08f8-70da-47f6-95ff-edaa9f908e42,malware_detected,medium,2024-09-27,2024-09-29,2024-10-04,1
33932bb7-3f2f-47e3-b238-ecbcbb52e53e,bdd93964-2f0a-433c-a660-076dfcf38c61,malware_detected,medium,2024-09-28,,,0
143a98e7-2a35-4e21-9f99-5730338b481e,cef6031a-38a8-4add-bdfb-68572feb1ad6,unauthorized_access,low,2024-09-28,2024-10-01,2024-10-01,1
